t	rollEr	q	u
7.47987294197	-11.73	-84.6323837476	-2.53897151243
7.48987007141	-12.51	-78.0223967947	-2.34067190384
7.49984192848	-13.21	-70.1975564854	-2.10592669456
7.50986814499	-13.84	-62.8352678763	-1.88505803629
7.52010512352	-14.39	-53.7267904139	-1.61180371242
7.52995109558	-14.86	-47.735256314	-1.43205768942
7.53988599777	-15.31	-45.2948596112	-1.35884578834
7.56878304482	-15.81	-17.3028060362	-0.519084181085
7.5884680748	-16.37	-28.4480135651	-0.853440406952
7.60519313812	-16.94	-34.0805884533	-1.0224176536
7.61798596382	-17.5	-43.774535289	-1.31323605867
7.6368470192	-18.0	-26.5096512407	-0.795289537221
7.66176795959	-18.38	-15.2482207298	-0.457446621893
7.68002510071	-18.67	-15.8841955704	-0.476525867112
7.6958630085	-18.95	-17.6791028015	-0.530373084045
7.71686601639	-19.25	-14.2836683959	-0.428510051877
7.73606300354	-19.54	-15.1065371718	-0.453196115154
7.75692605972	-19.82	-13.420852513	-0.402625575389
7.76503801346	-20.09	-33.2842134964	-0.998526404891
7.77134299278	-20.41	-50.7535367744	-1.52260610323
7.77916193008	-20.7	-37.0894392438	-1.11268317731
7.78779506683	-20.96	-30.1165158796	-0.903495476388
7.79559397697	-21.16	-25.6446088472	-0.769338265415
7.80188107491	-21.25	-14.3150307167	-0.429450921502
7.80962896347	-21.25	0.0	0.0
7.81707906723	-21.25	0.0	0.0
7.82460904121	-21.29	-5.31210334674	-0.159363100402
7.83058309555	-21.3	-1.67390509638	-0.0502171528914
7.83815002441	-21.25	6.60770054824	0.198231016447
7.84569406509	-21.17	10.6043966879	0.318131900638
7.8520450592	-21.1	11.0218965388	0.330656896163
7.8596701622	-21.01	11.8031192546	0.354093577637
7.86732602119	-20.9	14.36808072	0.4310424216
7.87501597404	-20.79	14.3043789918	0.429131369753
7.88102006912	-20.66	21.6518889727	0.649556669182
7.88870406151	-20.48	23.4253225356	0.702759676068
7.89880204201	-20.24	23.7671284885	0.713013854654
7.90074396133	-19.92	164.785424187	4.9435627256
7.9031021595	-19.51	173.861554949	5.21584664847
7.90538692474	-19.0	223.217681311	6.69653043932
7.90727996826	-18.42	306.384926952	9.19154780856
7.90914702415	-17.84	310.649510918	9.31948532754
7.91097903252	-17.3	294.758479958	8.84275439875
7.91344094276	-16.84	186.846779004	5.60540337013
7.91555309296	-16.4	208.31851902	6.24955557061
7.92476010323	-15.89	55.3925742549	1.66177722765
7.93476605415	-15.33	55.9666946245	1.67900083873
7.94474196434	-14.71	62.1497175087	1.86449152526
7.95468497276	-13.98	73.4184231728	2.20255269519
7.96468305588	-13.16	82.0157214737	2.46047164421
7.97470998764	-12.28	87.7636370554	2.63290911166
7.98467612267	-11.32	96.3262084639	2.88978625392
7.99469900131	-10.26	105.758039915	3.17274119746
8.00469398499	-9.09	117.058720481	3.51176161443
8.01460909843	-7.85	125.061604828	3.75184814485
8.02461910248	-6.54	130.869078004	3.92607234012
8.03458714485	-5.14	140.448841159	4.21346523476
8.04458498955	-3.63	151.032552106	4.53097656317
8.0545899868	-2.02	160.919584406	4.82758753217
8.06459307671	-0.35	166.94841453	5.00845243589
8.07459592819	1.34	168.951823621	5.06855470862
